,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Age,HomePlanet,CryoSleep,Destination,VIP,Transported
7297,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
1295,0.04147310278861092,-0.2573669967628083,0.672668101119165,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
480,1.9398742038542822,-0.2831917580454298,-0.30073871329252955,-0.27062222227029414,-0.19843551325368394,0.0,0.0,0.0,2.0,0.0,0
3031,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
7554,-0.34453512109474227,1.014345028349701,-0.3025117675992904,-0.27155558328332785,2.232408032228178,0.0,1.0,0.0,0.0,0.0,0
3758,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
5633,4.330277590279474,-0.2831917580454298,-0.2847812245316821,-0.2612886121399568,0.3607217348523259,0.0,2.0,0.0,0.0,0.0,0
6012,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,0.0,1.0,2.0,0.0,0
3273,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
391,1.9999902387213617,-0.27689303578137575,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,2.0,0.0,2.0,0.0,0
6480,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
8567,-0.346117122012297,-0.2605163578948353,-0.30073871329252955,3.237881825723518,3.8195474262867553,0.0,1.0,0.0,0.0,0.0,0
1380,-0.346117122012297,0.753577926617864,-0.3025117675992904,-0.2248875326316411,1.0562808318501087,0.0,1.0,0.0,0.0,0.0,0
1265,-0.346117122012297,-0.20886683532959222,-0.29364649606548626,-0.2724889442963616,0.42305105653134795,0.0,0.0,0.0,2.0,0.0,0
1959,2.4239664846260283,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
688,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,1.0,0.0,0
1967,-0.346117122012297,-0.2831917580454298,0.9989100935631573,-0.2696888612572604,-0.2598615114301115,0.0,0.0,0.0,1.0,0.0,1
4631,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,2.0,0.0,2.0,0.0,1
3336,0.5651154064992252,-0.2831917580454298,0.5113201592039297,-0.25195500200961946,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
4866,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
4595,-0.06768496052266518,0.3038491569644061,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
2465,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,1.0,1.0,2.0,0.0,1
1925,-0.34295312017718754,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,0.5549362879101483,0.0,0.0,0.0,2.0,0.0,1
3426,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
3108,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,1.0,1.0,0.0,0.0,1
6725,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,0.0,1.0,1.0,0.0,1
4907,0.06994911930459599,-0.2831917580454298,2.442176299266471,-0.23142105972287724,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,1
2479,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.27062222227029414,0.8331599267092614,0.0,0.0,0.0,2.0,0.0,0
2017,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,0
4686,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
3962,0.39584130832086956,-0.2831917580454298,-0.3025117675992904,-0.08955018574174946,-0.2643781289430841,0.0,2.0,0.0,0.0,0.0,1
2373,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,0.0,0.0,0.0,0.0,1
7502,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,0.0,2.0,0.0,1
2806,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,0
1230,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,1.0,0.0,0.0,0.0,1
3476,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
7856,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,0.0,1.0,2.0,0.0,0
5182,8.584278057584132,-0.20004862415991656,-0.3025117675992904,-0.27155558328332785,1.3742507047633807,0.0,1.0,0.0,0.0,0.0,0
6645,-0.346117122012297,1.5415480818510237,0.8659310205560953,0.1801911470250001,-0.25444157041454435,0.0,1.0,0.0,2.0,0.0,1
1931,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
5273,0.9258116157017028,-0.2831917580454298,0.3677027603563026,-0.2724889442963616,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
1451,-0.346117122012297,-0.2636657190268623,-0.3025117675992904,-0.27155558328332785,10.0136366835774,0.0,1.0,0.0,2.0,0.0,0
1616,0.34521727895911836,-0.12950293480251138,1.3074215429395413,0.49753389145647015,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
7023,-0.346117122012297,3.314008526955829,-0.3025117675992904,-0.2724889442963616,-0.21921195381335795,0.0,1.0,0.0,2.0,0.0,1
1215,-0.009150926573140315,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,0.2631627965721174,0.0,0.0,0.0,2.0,0.0,0
5519,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,1.3778639987737589,0.0,0.0,0.0,2.0,0.0,0
3501,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
5694,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,1.0,0.0,0
6339,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,1.0,0.0,2.0,0.0,1
4469,0.022489091777954207,-0.2831917580454298,2.101749872368392,-0.2724889442963616,-0.10990980999942067,0.0,2.0,0.0,1.0,0.0,0
217,-0.21164704402014525,-0.2831917580454298,-0.30073871329252955,1.3328919981216634,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
5008,1.3656078707819166,-0.23280197993299753,1.784373151458204,-0.2724889442963616,0.027395362394946842,0.0,2.0,0.0,0.0,0.0,0
5597,-0.34453512109474227,1.4861193259273482,-0.13052549984349007,-0.21555392250130376,0.8439998087403957,0.0,1.0,0.0,2.0,0.0,0
565,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,1.0,0.0,0
5838,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
1599,-0.346117122012297,-0.27500341910215953,-0.3025117675992904,0.4489991187787159,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
2194,-0.34453512109474227,-0.2831917580454298,-0.2989656589857687,0.29219446858904835,-0.2643781289430841,0.0,0.0,0.0,0.0,0.0,0
3907,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,0.0,0.0,1
2804,-0.2749270807223343,-0.27815278023418655,-0.3025117675992904,0.2940611906151158,-0.2246318948289251,0.0,0.0,0.0,2.0,0.0,0
175,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,1.0,0.0,1
1786,-0.328715111919195,-0.25547738008359205,0.4013907921847583,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,1.0,0.0,0
6994,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
2652,-0.346117122012297,-0.1660355239340248,-0.3025117675992904,0.23899289084612543,4.304632147180014,0.0,1.0,0.0,0.0,1.0,0
612,-0.34295312017718754,-0.2831917580454298,-0.3025117675992904,1.5550319192236925,-0.24721498239378817,0.0,0.0,0.0,2.0,0.0,0
5992,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
1671,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,1.0,1.0,0.0,0.0,1
1815,1.196333772603561,-0.2831917580454298,0.22053925289515386,-0.23608786478804591,-0.2643781289430841,0.0,2.0,0.0,2.0,1.0,0
4040,-0.346117122012297,-0.2693345690645109,-0.3025117675992904,0.8064763867706366,-0.2643781289430841,0.0,0.0,0.0,1.0,0.0,0
6636,1.3276398487606031,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
2232,0.8688595826697326,-0.27122418574372714,-0.3025117675992904,-0.27155558328332785,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
236,0.08418712756258852,0.10417966119389326,-0.3025117675992904,-0.2724889442963616,-0.2634748054404896,0.0,0.0,0.0,2.0,0.0,0
5624,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,0.0,0.0,2.0,0.0,1
5556,-0.1056529825439786,-0.24854878559313262,-0.25818540993026967,-0.20342022933186518,-0.0033176366932669427,0.0,0.0,0.0,2.0,0.0,0
3487,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,0.0,0.0,1
3909,-0.346117122012297,-0.2831917580454298,-0.29541955037224704,-0.2668887782181592,0.43389093856248223,0.0,0.0,0.0,2.0,0.0,0
8686,-0.34453512109474227,0.4386418134151624,-0.3025117675992904,-0.22582089364467484,-0.23366512985487034,0.0,1.0,0.0,2.0,0.0,0
6902,-0.346117122012297,0.31455698481329797,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,0.0,0.0,2.0,0.0,0
8072,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,0
6164,-0.346117122012297,-0.2794125246869974,-0.3025117675992904,-0.2724889442963616,4.731904163907224,0.0,1.0,0.0,2.0,0.0,0
3842,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
1893,-0.276509081639889,0.6836621094868642,-0.2847812245316821,-0.2248875326316411,-0.2643781289430841,3.0,0.0,0.0,0.0,0.0,1
3448,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
3500,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,1.0,0.0,1
4789,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,0.0,0.0,1
8397,-0.34453512109474227,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,0.46099064364031794,0.0,0.0,0.0,2.0,0.0,0
8692,-0.14678500640040149,2.669649239343101,-0.3025117675992904,-0.2724889442963616,-0.2535382469119498,0.0,1.0,0.0,2.0,0.0,1
1567,-0.346117122012297,-0.24413968000829478,-0.3025117675992904,1.7211701795436973,-0.10358654548125901,0.0,1.0,0.0,2.0,0.0,0
219,-0.2575250706292323,-0.2831917580454298,0.15139013493148157,1.06968419244615,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
1076,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,1.0,1.0,2.0,0.0,1
335,-0.346117122012297,0.38951177975554097,-0.3025117675992904,-0.10821740600242416,7.132034710300871,0.0,1.0,0.0,0.0,0.0,0
2590,0.3056672560202502,-0.2806722691398082,-0.3025117675992904,-0.2724889442963616,0.2333531209864981,3.0,0.0,0.0,2.0,0.0,0
5862,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,2.0,0.0,2.0,0.0,1
2646,2.155026328641725,-0.14902897382107888,-0.3025117675992904,-0.2556884460617544,2.4916618774728057,0.0,1.0,0.0,0.0,0.0,0
7744,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,0.0,1.0,2.0,0.0,1
4967,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
2673,4.248013542566628,-0.2687046968381055,-0.2901003874519646,-0.2724889442963616,-0.19120892523292776,0.0,2.0,0.0,2.0,0.0,0
921,-0.34453512109474227,0.21062806745640641,-0.3025117675992904,-0.22115408857950616,-0.12978292705650019,0.0,0.0,0.0,2.0,0.0,1
4852,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,0.0,2.0,1.0,1
2030,0.26769923399893675,-0.2831917580454298,-0.2901003874519646,0.10925571003443621,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
3533,0.47494135419860584,-0.2831917580454298,0.20103565552078476,-0.2724889442963616,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
6361,-0.346117122012297,-0.04950916204902516,-0.3025117675992904,1.3151581388740226,-0.24540833538859913,0.0,1.0,0.0,2.0,0.0,0
336,-0.31922310641386664,-0.14776922936826808,-0.29541955037224704,4.5175197745927695,0.3652383523652985,3.0,1.0,0.0,0.0,0.0,0
1257,-0.15627701190572985,-0.27815278023418655,1.6974934904269234,-0.27155558328332785,-0.2580548644249225,0.0,2.0,0.0,2.0,0.0,1
5169,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,0.3584631005144436,-0.15236601462136326,0.0,0.0,0.0,2.0,0.0,0
4561,6.821929035428167,-0.14965884604748428,-0.2847812245316821,-0.12595126525006514,-0.2535382469119498,0.0,1.0,0.0,2.0,0.0,0
6517,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,0.0,0.0,1
6373,-0.18317102750416017,-0.2831917580454298,0.01841106192441948,1.2311556477009862,-0.24450501188600463,3.0,0.0,0.0,1.0,0.0,0
8157,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,0.0,0.0,1
5630,0.09051513123280742,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,0.17734706382563767,0.0,0.0,0.0,2.0,0.0,1
1790,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,0
4569,-0.3334611146718592,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.10539319248644806,3.0,0.0,0.0,0.0,0.0,0
4070,0.3562912853820014,-0.2831917580454298,0.42089438955912745,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
1169,-0.3034030972383194,-0.03565197306810629,1.578698851873948,-0.24728819694445076,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,1
6309,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,2.0,0.0,0.0,0.0,1
5213,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
3607,3.5740811516883144,-0.2831917580454298,-0.24754708408970472,-0.2687555002442267,-0.25444157041454435,0.0,0.0,0.0,2.0,0.0,0
3405,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
684,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,1.0,0.0,1
8617,-0.346117122012297,0.7712143489572153,-0.3025117675992904,-0.021414831790286765,-0.260764834932706,0.0,1.0,0.0,2.0,0.0,1
6572,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,0.0,0.0,1
211,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
6797,-0.346117122012297,-0.07029494552040347,-0.3025117675992904,0.15032359460792055,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
770,0.976435645063454,-0.2831917580454298,-0.21208599795448815,0.011252803665893978,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
4776,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
4992,-0.346117122012297,-0.2825618858190244,0.21522008997487138,-0.2724889442963616,0.04275186193905373,0.0,0.0,0.0,2.0,0.0,0
824,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,0.0,0.0,1
89,-0.346117122012297,0.25597886775759543,-0.29364649606548626,-0.24262139187928208,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
757,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,0.0,0.0,1
199,-0.1531130100706204,-0.2302824910273759,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,0.0,2.0,0.0,0
4759,-0.34453512109474227,-0.2831917580454298,-0.04896500173249198,0.24832650097646278,-0.2634748054404896,0.0,0.0,0.0,2.0,0.0,0
7128,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
6171,-0.2559430697116776,-0.2831917580454298,1.7985575859122906,-0.2724889442963616,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
1214,-0.18000702566905075,-0.051398778728241376,0.1726667866126115,0.5134010286780437,-0.25263492340935534,0.0,1.0,0.0,2.0,0.0,1
5752,1.4241419047314414,-0.2762631635549704,2.0485582431655676,-0.2724889442963616,-0.2643781289430841,3.0,2.0,0.0,2.0,0.0,1
8571,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,1.0,1.0,2.0,0.0,1
3538,-0.20373703943237162,16.61628007641154,-0.3025117675992904,-0.24728819694445076,0.37065829338086564,0.0,1.0,0.0,0.0,0.0,1
5886,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,2.0,0.0,1
2390,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,3.0,2.0,1.0,2.0,0.0,1
5821,-0.346117122012297,-0.2831917580454298,-0.30073871329252955,0.2641936381980363,-0.2643781289430841,0.0,0.0,0.0,0.0,0.0,0
7940,-0.346117122012297,-0.2825618858190244,-0.21208599795448815,1.3244917490043597,-0.06655028187488356,0.0,0.0,0.0,2.0,0.0,0
4140,-0.346117122012297,3.708938412912017,-0.3025117675992904,1.002482199507721,-0.18398233721217155,0.0,1.0,0.0,2.0,0.0,1
1193,2.9222967736557672,-0.2831917580454298,-0.27591595299787797,-0.2724889442963616,-0.2634748054404896,0.0,2.0,0.0,2.0,0.0,0
201,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,0.0,0.0,0.0,0.0,0
7332,-0.346117122012297,-0.2775229080077812,0.7914627396721404,-0.2724889442963616,-0.010544224714023127,0.0,0.0,0.0,2.0,0.0,0
4212,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
5239,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,2.0,1.0,0.0,0.0,1
1136,-0.346117122012297,3.164098937071343,-0.3025117675992904,0.38366384786635443,5.499729141112568,0.0,1.0,0.0,0.0,1.0,0
566,-0.27809108255744375,-0.1874511796318085,0.02018411623118031,-0.27155558328332785,1.5467854937589347,0.0,2.0,0.0,2.0,0.0,0
7980,8.08120176580173,-0.2831917580454298,0.21167398136134974,-0.2724889442963616,-0.2643781289430841,0.0,2.0,0.0,2.0,0.0,0
5191,0.7454635111004639,-0.2831917580454298,-0.24932013839646555,0.43873214763534485,0.12224433016737177,0.0,2.0,0.0,2.0,0.0,0
4806,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,0.0,0.0,1.0,2.0,0.0,1
8653,-0.346117122012297,-0.2831917580454298,-0.3025117675992904,-0.2724889442963616,-0.2643781289430841,2.0,2.0,1.0,0.0,0.0,1
1365,-0.05977495593489155,-0.14210037933061945,-0.3025117675992904,-0.09048354675478319,-0.0918433399475302,0.0,0.0,0.0,2.0,0.0,0
